,agency_cd,site_no,Discharge_cfs_Mean,Gage_height_feet_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum,Dissolved_oxygen_mpl_Mean
2015-02-13,USGS,02266200,16.9,94.62,4.4,2.9,3.5
2015-02-14,USGS,02266200,16.3,94.60,4.5,3.2,3.9
2015-02-15,USGS,02266200,15.8,94.58,4.7,3.6,4.0
2015-02-16,USGS,02266200,15.2,94.56,4.1,3.0,3.6
2015-02-17,USGS,02266200,15.4,94.57,3.5,2.6,3.0
2015-02-18,USGS,02266200,18.9,94.68,4.8,2.9,3.6
2015-02-19,USGS,02266200,18.8,94.68,5.3,3.4,4.2
2015-02-20,USGS,02266200,18.3,94.66,5.6,4.0,4.8
2015-02-21,USGS,02266200,17.9,94.65,5.8,4.5,5.1
2015-02-22,USGS,02266200,17.5,94.64,4.9,3.7,4.4
2015-02-23,USGS,02266200,17.2,94.63,4.1,2.7,3.4
2015-02-24,USGS,02266200,17.0,94.62,2.8,2.0,2.4
2015-02-25,USGS,02266200,16.8,94.61,2.7,1.6,2.1
2015-02-26,USGS,02266200,17.1,94.62,2.3,1.6,1.9
2015-02-27,USGS,02266200,16.7,94.61,2.2,1.4,1.8
2015-02-28,USGS,02266200,17.5,94.63,2.6,1.7,2.1
2015-03-01,USGS,02266200,18.9,94.68,2.8,1.6,2.2
2015-03-02,USGS,02266200,18.8,94.68,2.6,1.6,2.0
2015-03-03,USGS,02266200,18.6,94.67,2.4,1.2,1.8
2015-03-04,USGS,02266200,18.1,94.66,2.1,1.1,1.5
2015-03-05,USGS,02266200,17.7,94.64,1.8,0.9,1.2
2015-03-06,USGS,02266200,17.3,94.63,1.5,0.8,1.1
2015-03-07,USGS,02266200,16.6,94.61,2.1,1.0,1.5
2015-03-08,USGS,02266200,15.9,94.58,2.3,1.2,1.7
2015-03-09,USGS,02266200,15.1,94.56,2.3,1.2,1.6
2015-03-10,USGS,02266200,14.4,94.54,1.9,1.0,1.4
2015-03-11,USGS,02266200,13.9,94.52,1.7,0.8,1.2
2015-03-12,USGS,02266200,14.1,94.53,1.6,0.8,1.1
2015-03-13,USGS,02266200,13.8,94.51,1.6,0.6,1.0
2015-03-14,USGS,02266200,13.1,94.49,1.5,0.6,0.9
2015-03-15,USGS,02266200,12.4,94.46,1.5,0.7,0.9
2015-03-16,USGS,02266200,11.7,94.43,1.6,0.7,0.9
2015-03-17,USGS,02266200,11.1,94.41,1.6,0.6,0.9
2015-03-18,USGS,02266200,10.6,94.38,1.5,0.6,0.9
2015-03-19,USGS,02266200,10.6,94.38,2.3,0.5,0.9
2015-03-20,USGS,02266200,15.1,94.56,1.6,0.7,1.0
2015-03-21,USGS,02266200,16.2,94.59,1.5,0.7,1.0
2015-03-22,USGS,02266200,16.7,94.61,1.5,0.6,0.9
2015-03-23,USGS,02266200,17.1,94.62,1.3,0.6,0.8
2015-03-24,USGS,02266200,17.3,94.63,1.2,0.6,0.8
2015-03-25,USGS,02266200,16.9,94.62,1.6,0.6,0.9
2015-03-26,USGS,02266200,16.7,94.61,1.4,0.8,1.0
2015-03-27,USGS,02266200,17.0,94.62,1.6,0.7,1.0
2015-03-28,USGS,02266200,16.7,94.61,2.0,0.8,1.4
2015-03-29,USGS,02266200,15.9,94.58,2.1,1.3,1.7
2015-03-30,USGS,02266200,15.1,94.56,3.0,1.6,2.0
2015-03-31,USGS,02266200,14.4,94.54,2.6,1.6,2.1
2015-04-01,USGS,02266200,13.8,94.51,2.4,1.5,1.8
2015-04-02,USGS,02266200,13.2,94.49,2.3,1.3,1.7
2015-04-03,USGS,02266200,12.5,94.47,2.1,1.1,1.5
2015-04-04,USGS,02266200,11.7,94.44,1.8,1.0,1.3
2015-04-05,USGS,02266200,11.1,94.41,1.7,0.9,1.2
2015-04-06,USGS,02266200,10.5,94.38,1.7,0.9,1.2
2015-04-07,USGS,02266200,9.84,94.35,1.6,0.8,1.1
2015-04-08,USGS,02266200,9.28,94.32,1.4,0.6,1.0
2015-04-09,USGS,02266200,8.69,94.29,1.3,0.7,1.0
2015-04-10,USGS,02266200,8.11,94.26,1.2,0.7,0.9
2015-04-11,USGS,02266200,8.08,94.24,2.8,0.6,0.9
2015-04-12,USGS,02266200,11.6,94.38,1.7,0.8,1.2
2015-04-13,USGS,02266200,11.4,94.37,1.5,0.8,1.0
2015-04-14,USGS,02266200,11.5,94.38,1.4,0.8,1.0
2015-04-15,USGS,02266200,11.2,94.36,1.4,0.7,1.0
2015-04-16,USGS,02266200,11.5,94.38,1.4,0.7,1.0
2015-04-17,USGS,02266200,11.3,94.37,1.2,0.8,0.9
2015-04-18,USGS,02266200,10.6,94.34,1.3,0.7,0.9
2015-04-19,USGS,02266200,10.3,94.32,1.3,0.6,0.9
2015-04-20,USGS,02266200,10.9,94.35,1.7,0.7,1.0
2015-04-21,USGS,02266200,11.7,94.39,1.7,0.8,1.1
2015-04-22,USGS,02266200,11.4,94.37,1.6,0.8,1.1
2015-04-23,USGS,02266200,12.3,94.41,1.8,0.8,1.2
2015-04-24,USGS,02266200,13.1,94.45,1.8,0.9,1.2
2015-04-25,USGS,02266200,12.7,94.43,1.5,0.8,1.0
2015-04-26,USGS,02266200,12.4,94.42,1.3,0.7,0.9
2015-04-27,USGS,02266200,12.0,94.40,1.3,0.7,0.9
2015-04-28,USGS,02266200,12.5,94.42,1.7,0.7,1.1
2015-04-29,USGS,02266200,12.7,94.43,1.5,0.8,1.0
2015-04-30,USGS,02266200,12.2,94.41,1.5,0.7,1.0
2015-05-01,USGS,02266200,11.6,94.38,1.5,0.7,1.0
2015-05-02,USGS,02266200,10.9,94.35,1.6,0.8,1.1
2015-05-03,USGS,02266200,10.1,94.31,1.6,0.8,1.1
2015-05-04,USGS,02266200,9.40,94.28,1.6,0.8,1.1
2015-05-05,USGS,02266200,8.92,94.25,1.2,0.6,0.9
2015-05-06,USGS,02266200,8.38,94.22,1.1,0.8,0.9
2015-05-07,USGS,02266200,7.81,94.19,1.0,0.7,0.9
2015-05-08,USGS,02266200,7.18,94.15,0.8,0.5,0.7
2015-05-09,USGS,02266200,6.70,94.12,0.8,0.6,0.7
2015-05-10,USGS,02266200,6.15,94.08,0.7,0.5,0.6
2015-05-11,USGS,02266200,5.61,94.04,0.7,0.4,0.5
2015-05-12,USGS,02266200,5.11,94.00,0.7,0.3,0.5
2015-05-13,USGS,02266200,4.73,93.97,0.8,0.5,0.6
2015-05-14,USGS,02266200,4.37,93.94,0.6,0.3,0.4
2015-05-15,USGS,02266200,4.02,93.90,0.5,0.3,0.4
2015-05-16,USGS,02266200,3.62,93.86,0.6,0.4,0.5
2015-05-17,USGS,02266200,3.52,93.85,0.7,0.4,0.5
2015-05-18,USGS,02266200,3.39,93.84,0.6,0.4,0.5
2015-05-19,USGS,02266200,3.13,93.81,0.6,0.4,0.5
2015-05-20,USGS,02266200,2.86,93.77,0.7,0.5,0.6
2015-05-21,USGS,02266200,2.69,93.75,0.7,0.4,0.6
2015-05-22,USGS,02266200,2.46,93.72,0.6,0.5,0.6
2015-05-23,USGS,02266200,2.30,93.70,0.7,0.5,0.6
2015-05-24,USGS,02266200,2.14,93.67,0.7,0.5,0.6
2015-05-25,USGS,02266200,2.12,93.67,0.9,0.6,0.6
2015-05-26,USGS,02266200,2.07,93.66,0.7,0.6,0.7
2015-05-27,USGS,02266200,1.85,93.62,0.7,0.6,0.6
2015-05-28,USGS,02266200,1.65,93.59,0.7,0.6,0.6
2015-05-29,USGS,02266200,1.49,93.55,0.8,0.6,0.7
2015-05-30,USGS,02266200,1.36,93.53,0.9,0.6,0.8
2015-05-31,USGS,02266200,1.23,93.50,0.9,0.6,0.7
2015-06-01,USGS,02266200,1.11,93.47,0.8,0.6,0.7
2015-06-02,USGS,02266200,1.17,93.48,1.2,0.7,0.8
2015-06-03,USGS,02266200,1.28,93.51,0.9,0.7,0.8
2015-06-04,USGS,02266200,1.15,93.48,1.0,0.6,0.8
2015-06-05,USGS,02266200,1.05,93.45,0.8,0.6,0.7
2015-06-06,USGS,02266200,1.01,93.44,0.8,0.4,0.6
2015-06-07,USGS,02266200,0.92,93.41,0.6,0.3,0.5
2015-06-08,USGS,02266200,0.83,93.39,0.8,0.4,0.5
2015-06-09,USGS,02266200,0.79,93.37,0.7,0.4,0.5
2015-06-10,USGS,02266200,0.99,93.43,1.6,0.4,0.7
2015-06-11,USGS,02266200,1.16,93.48,1.1,0.5,0.8
2015-06-12,USGS,02266200,1.06,93.45,1.1,0.5,0.7
2015-06-13,USGS,02266200,0.99,93.43,0.9,0.3,0.6
2015-06-14,USGS,02266200,0.87,93.40,0.7,0.3,0.5
2015-06-15,USGS,02266200,0.77,93.37,0.6,0.3,0.4
2015-06-16,USGS,02266200,0.70,93.34,0.6,0.3,0.4
2015-06-17,USGS,02266200,0.63,93.31,0.5,0.1,0.3
2015-06-18,USGS,02266200,0.58,93.29,0.6,0.2,0.3
2015-06-19,USGS,02266200,0.50,93.26,0.4,0.1,0.3
2015-06-20,USGS,02266200,0.48,93.25,0.5,0.1,0.3
2015-06-21,USGS,02266200,0.49,93.25,0.4,0.1,0.2
2015-06-22,USGS,02266200,0.43,93.22,0.4,0.1,0.2
2015-06-23,USGS,02266200,0.48,93.24,1.8,0.0,0.3
2015-06-24,USGS,02266200,0.54,93.27,0.9,0.2,0.5
2015-06-25,USGS,02266200,0.55,93.28,1.5,0.4,0.8
2015-06-26,USGS,02266200,0.48,93.25,0.8,0.4,0.7
2015-06-27,USGS,02266200,0.42,93.21,0.8,0.4,0.6
2015-06-28,USGS,02266200,0.47,93.24,1.4,0.4,0.8
2015-06-29,USGS,02266200,0.51,93.26,1.4,0.6,0.9
2015-06-30,USGS,02266200,0.49,93.25,1.0,0.6,0.9
2015-07-01,USGS,02266200,0.50,93.25,3.2,0.7,1.0
2015-07-02,USGS,02266200,1.02,93.43,1.6,1.0,1.3
2015-07-03,USGS,02266200,1.43,93.48,4.8,1.2,1.6
2015-07-04,USGS,02266200,3.75,93.82,2.0,0.9,1.2
2015-07-05,USGS,02266200,4.72,93.89,3.0,0.9,1.3
2015-07-06,USGS,02266200,5.63,93.96,1.5,0.9,1.1
2015-07-07,USGS,02266200,5.55,93.95,1.2,0.6,0.9
2015-07-08,USGS,02266200,5.33,93.94,1.2,0.7,0.9
2015-07-09,USGS,02266200,4.99,93.91,1.5,0.7,1.0
2015-07-10,USGS,02266200,4.60,93.88,1.2,0.6,0.8
2015-07-11,USGS,02266200,4.35,93.85,1.7,0.6,1.0
2015-07-12,USGS,02266200,4.44,93.86,1.3,0.7,1.0
2015-07-13,USGS,02266200,4.09,93.83,1.5,0.8,1.1
2015-07-14,USGS,02266200,3.75,93.79,1.4,0.7,1.0
2015-07-15,USGS,02266200,3.48,93.77,1.4,0.6,1.0
2015-07-16,USGS,02266200,3.27,93.74,1.6,0.8,1.2
2015-07-17,USGS,02266200,3.12,93.72,1.5,0.8,1.1
2015-07-18,USGS,02266200,3.18,93.73,2.0,0.8,1.0
2015-07-19,USGS,02266200,3.13,93.73,1.4,0.9,1.1
2015-07-20,USGS,02266200,2.97,93.71,1.6,0.8,1.1
2015-07-21,USGS,02266200,2.73,93.68,1.4,1.0,1.1
2015-07-22,USGS,02266200,2.60,93.66,1.5,0.8,1.1
2015-07-23,USGS,02266200,2.68,93.67,1.6,0.9,1.2
2015-07-24,USGS,02266200,2.56,93.65,1.4,0.9,1.2
2015-07-25,USGS,02266200,2.59,93.66,1.7,0.9,1.3
2015-07-26,USGS,02266200,2.63,93.66,1.6,0.6,1.3
2015-07-27,USGS,02266200,2.77,93.68,1.6,0.3,1.3
2015-07-28,USGS,02266200,2.89,93.70,1.8,0.8,1.4
2015-07-29,USGS,02266200,2.93,93.70,1.9,1.2,1.5
2015-07-30,USGS,02266200,2.77,93.68,1.7,0.7,1.4
2015-07-31,USGS,02266200,2.65,93.66,1.7,0.9,1.3
2015-08-01,USGS,02266200,2.92,93.70,2.5,1.0,1.5
2015-08-02,USGS,02266200,3.52,93.77,2.0,1.2,1.6
2015-08-03,USGS,02266200,4.21,93.84,1.8,1.2,1.5
2015-08-04,USGS,02266200,4.67,93.88,1.6,1.0,1.3
2015-08-05,USGS,02266200,4.86,93.90,2.0,1.2,1.7
2015-08-06,USGS,02266200,5.54,93.95,1.8,1.1,1.4
2015-08-07,USGS,02266200,6.34,94.01,1.6,0.3,1.1
2015-08-08,USGS,02266200,7.85,94.11,1.4,0.6,1.0
2015-08-09,USGS,02266200,8.27,94.13,1.6,0.6,1.1
2015-08-10,USGS,02266200,8.34,94.14,1.5,0.8,1.2
2015-08-11,USGS,02266200,8.22,94.13,1.6,0.9,1.3
2015-08-12,USGS,02266200,7.97,94.12,1.7,0.5,1.3
2015-08-13,USGS,02266200,8.01,94.12,1.6,0.4,1.2
2015-08-14,USGS,02266200,7.97,94.12,1.9,1.0,1.5
2015-08-15,USGS,02266200,10.3,94.23,3.6,0.9,1.6
2015-08-16,USGS,02266200,18.4,94.56,2.0,1.0,1.4
2015-08-17,USGS,02266200,21.8,94.67,,,
2015-08-18,USGS,02266200,22.6,94.70,,,
2015-08-19,USGS,02266200,24.0,94.73,1.5,1.1,1.3
2015-08-20,USGS,02266200,27.0,94.81,2.2,0.9,1.2
2015-08-21,USGS,02266200,29.6,94.88,1.4,0.8,1.0
2015-08-22,USGS,02266200,28.5,94.85,0.9,0.5,0.7
2015-08-23,USGS,02266200,27.2,94.81,1.1,0.5,0.8
2015-08-24,USGS,02266200,26.6,94.80,1.5,0.8,0.9
2015-08-25,USGS,02266200,26.1,94.79,1.0,0.7,0.8
2015-08-26,USGS,02266200,24.7,94.75,0.9,0.7,0.8
2015-08-27,USGS,02266200,28.7,94.85,2.5,0.7,1.1
2015-08-28,USGS,02266200,35.1,94.99,2.3,0.7,1.1
2015-08-29,USGS,02266200,41.3,95.11,2.8,0.8,1.4
2015-08-30,USGS,02266200,67.3,95.39,2.5,1.0,1.4
2015-08-31,USGS,02266200,72.7,95.42,1.1,0.4,1.0
2015-09-01,USGS,02266200,68.3,95.39,1.2,0.7,0.9
2015-09-02,USGS,02266200,60.4,95.35,1.1,0.5,0.7
2015-09-03,USGS,02266200,52.4,95.29,0.9,0.3,0.7
2015-09-04,USGS,02266200,47.7,95.23,1.0,0.6,0.8
2015-09-05,USGS,02266200,44.3,95.17,1.0,0.5,0.8
2015-09-06,USGS,02266200,41.3,95.12,1.1,0.7,0.9
2015-09-07,USGS,02266200,39.6,95.09,0.9,0.7,0.8
2015-09-08,USGS,02266200,37.9,95.05,0.8,0.7,0.8
2015-09-09,USGS,02266200,35.9,95.02,0.8,0.6,0.7
2015-09-10,USGS,02266200,34.1,94.98,0.7,0.4,0.6
2015-09-11,USGS,02266200,32.5,94.94,0.7,0.3,0.5
2015-09-12,USGS,02266200,31.6,94.92,1.3,0.4,0.6
2015-09-13,USGS,02266200,34.8,95.00,0.9,0.6,0.7
2015-09-14,USGS,02266200,35.1,95.00,0.9,0.6,0.7
2015-09-15,USGS,02266200,34.1,94.98,1.0,0.6,0.8
2015-09-16,USGS,02266200,33.3,94.97,1.1,0.7,0.8
2015-09-17,USGS,02266200,32.5,94.95,0.9,0.6,0.8
2015-09-18,USGS,02266200,31.1,94.92,0.9,0.5,0.7
2015-09-19,USGS,02266200,29.6,94.89,0.8,0.3,0.6
2015-09-20,USGS,02266200,28.2,94.85,0.8,0.3,0.5
2015-09-21,USGS,02266200,27.0,94.82,0.7,0.3,0.5
2015-09-22,USGS,02266200,25.5,94.78,0.7,0.3,0.5
2015-09-23,USGS,02266200,24.1,94.75,0.7,0.3,0.5
2015-09-24,USGS,02266200,23.0,94.72,1.0,0.4,0.6
2015-09-25,USGS,02266200,22.5,94.70,1.3,0.3,0.6
2015-09-26,USGS,02266200,23.1,94.72,0.7,0.4,0.5
2015-09-27,USGS,02266200,22.3,94.70,0.8,0.4,0.6
2015-09-28,USGS,02266200,21.5,94.68,0.8,0.4,0.6
2015-09-29,USGS,02266200,21.2,94.68,0.8,0.5,0.7
2015-09-30,USGS,02266200,21.3,94.68,0.8,0.4,0.6
2015-10-01,USGS,02266200,20.7,94.67,0.9,0.4,0.6
2015-10-02,USGS,02266200,20.7,94.66,1.7,0.4,0.6
2015-10-03,USGS,02266200,23.1,94.73,1.1,0.7,0.8
2015-10-04,USGS,02266200,23.6,94.74,1.6,0.6,1.1
2015-10-05,USGS,02266200,23.8,94.75,1.3,0.8,1.1
2015-10-06,USGS,02266200,23.7,94.75,1.5,0.7,1.1
2015-10-07,USGS,02266200,23.0,94.73,1.3,0.8,1.1
2015-10-08,USGS,02266200,22.1,94.70,1.2,0.6,0.9
2015-10-09,USGS,02266200,21.4,94.68,1.1,0.6,0.8
2015-10-10,USGS,02266200,20.8,94.67,1.0,0.5,0.6
2015-10-11,USGS,02266200,20.5,94.66,1.1,0.6,0.8
2015-10-12,USGS,02266200,19.8,94.64,1.4,0.6,1.0
2015-10-13,USGS,02266200,19.0,94.61,1.6,0.9,1.2
2015-10-14,USGS,02266200,17.9,94.59,1.6,1.0,1.2
2015-10-15,USGS,02266200,17.2,94.56,1.8,1.0,1.3
2015-10-16,USGS,02266200,16.4,94.54,1.8,1.0,1.4
2015-10-17,USGS,02266200,15.6,94.51,2.2,0.8,1.4
2015-10-18,USGS,02266200,14.9,94.49,1.8,0.8,1.4
2015-10-19,USGS,02266200,14.1,94.46,1.7,0.6,1.1
2015-10-20,USGS,02266200,13.3,94.43,1.1,0.9,1.0
2015-10-21,USGS,02266200,12.6,94.39,1.1,0.8,1.0
2015-10-22,USGS,02266200,12.0,94.37,1.1,0.9,1.0
2015-10-23,USGS,02266200,11.3,94.34,1.2,0.9,1.0
2015-10-24,USGS,02266200,10.6,94.30,1.2,1.0,1.1
2015-10-25,USGS,02266200,9.98,94.28,1.3,1.0,1.1
2015-10-26,USGS,02266200,9.48,94.25,1.3,1.0,1.1
2015-10-27,USGS,02266200,9.11,94.23,1.2,1.0,1.1
2015-10-28,USGS,02266200,9.86,94.27,1.4,0.9,1.1
2015-10-29,USGS,02266200,10.4,94.30,1.2,0.9,1.0
2015-10-30,USGS,02266200,10.2,94.29,1.2,0.9,1.0
2015-10-31,USGS,02266200,9.77,94.27,1.2,0.9,1.0
2015-11-01,USGS,02266200,9.41,94.25,1.2,0.9,1.0
2015-11-02,USGS,02266200,9.19,94.24,1.2,0.8,1.0
2015-11-03,USGS,02266200,8.76,94.21,1.1,0.8,0.9
2015-11-04,USGS,02266200,8.36,94.19,1.0,0.8,0.9
2015-11-05,USGS,02266200,7.96,94.17,1.0,0.8,0.9
2015-11-06,USGS,02266200,7.62,94.15,1.0,0.8,0.9
2015-11-07,USGS,02266200,7.38,94.13,1.2,0.7,0.9
2015-11-08,USGS,02266200,7.41,94.13,1.0,0.8,0.9
2015-11-09,USGS,02266200,7.44,94.14,1.0,0.7,0.8
2015-11-10,USGS,02266200,7.25,94.12,0.9,0.7,0.8
2015-11-11,USGS,02266200,6.96,94.10,1.1,0.8,0.9
2015-11-12,USGS,02266200,6.64,94.08,1.1,0.9,1.0
2015-11-13,USGS,02266200,6.38,94.07,1.3,0.9,1.1
2015-11-14,USGS,02266200,6.12,94.05,1.5,1.0,1.2
2015-11-15,USGS,02266200,5.86,94.03,1.5,1.0,1.2
2015-11-16,USGS,02266200,5.63,94.01,1.3,1.0,1.1
2015-11-17,USGS,02266200,5.40,93.99,1.4,0.9,1.1
2015-11-18,USGS,02266200,5.15,93.97,1.2,0.9,1.0
2015-11-19,USGS,02266200,5.09,93.97,1.4,0.8,1.0
2015-11-20,USGS,02266200,5.43,94.00,1.4,1.0,1.1
2015-11-21,USGS,02266200,5.60,94.01,2.4,1.0,1.2
2015-11-22,USGS,02266200,6.83,94.10,1.7,1.2,1.3
2015-11-23,USGS,02266200,7.05,94.11,2.2,1.2,1.7
2015-11-24,USGS,02266200,7.13,94.12,2.4,1.7,2.0
2015-11-25,USGS,02266200,7.04,94.11,2.4,1.8,2.0
2015-11-26,USGS,02266200,7.05,94.11,2.2,1.5,1.8
2015-11-27,USGS,02266200,6.91,94.10,1.9,1.4,1.6
2015-11-28,USGS,02266200,6.79,94.09,2.0,1.4,1.6
2015-11-29,USGS,02266200,6.62,94.08,2.0,1.4,1.6
2015-11-30,USGS,02266200,6.54,94.08,1.8,1.3,1.5
2015-12-01,USGS,02266200,6.40,94.07,1.8,1.3,1.5
2015-12-02,USGS,02266200,6.30,94.06,1.6,1.2,1.4
2015-12-03,USGS,02266200,6.30,94.06,1.4,1.1,1.3
2015-12-04,USGS,02266200,6.16,94.05,1.7,1.1,1.4
2015-12-05,USGS,02266200,6.00,94.04,1.7,1.0,1.4
2015-12-06,USGS,02266200,5.83,94.03,1.7,1.1,1.3
2015-12-07,USGS,02266200,5.61,94.01,1.8,1.1,1.4
2015-12-08,USGS,02266200,5.42,93.99,2.1,1.4,1.6
2015-12-09,USGS,02266200,5.24,93.98,1.8,1.3,1.5
2015-12-10,USGS,02266200,5.06,93.97,1.9,1.3,1.5
2015-12-11,USGS,02266200,4.84,93.95,1.9,1.3,1.6
2015-12-12,USGS,02266200,4.68,93.93,1.6,1.3,1.5
2015-12-13,USGS,02266200,4.51,93.92,1.8,1.2,1.5
2015-12-14,USGS,02266200,4.53,93.92,1.8,1.0,1.4
2015-12-15,USGS,02266200,4.36,93.90,1.7,1.1,1.3
2015-12-16,USGS,02266200,4.23,93.89,1.6,1.1,1.3
2015-12-17,USGS,02266200,4.15,93.88,1.6,1.1,1.2
2015-12-18,USGS,02266200,4.63,93.93,2.0,1.0,1.5
2015-12-19,USGS,02266200,4.79,93.94,2.6,1.6,2.1
2015-12-20,USGS,02266200,4.75,93.94,3.0,2.1,2.4
2015-12-21,USGS,02266200,4.78,93.94,2.6,1.7,2.1
2015-12-22,USGS,02266200,4.77,93.94,2.3,1.5,1.8
2015-12-23,USGS,02266200,4.72,93.94,1.8,1.2,1.5
2015-12-24,USGS,02266200,4.61,93.93,1.9,1.2,1.5
2015-12-25,USGS,02266200,4.50,93.92,1.7,1.1,1.3
2015-12-26,USGS,02266200,4.38,93.91,1.7,1.1,1.3
2015-12-27,USGS,02266200,4.28,93.90,1.7,1.1,1.3
2015-12-28,USGS,02266200,4.16,93.88,1.5,1.1,1.2
2015-12-29,USGS,02266200,4.03,93.87,1.6,1.0,1.2
2015-12-30,USGS,02266200,3.91,93.86,1.6,1.1,1.3
2015-12-31,USGS,02266200,3.77,93.85,1.6,1.0,1.3
2016-01-01,USGS,02266200,3.67,93.84,1.7,1.1,1.3
2016-01-02,USGS,02266200,3.55,93.82,2.1,1.2,1.6
2016-01-03,USGS,02266200,3.49,93.82,2.3,1.5,1.9
2016-01-04,USGS,02266200,3.56,93.82,3.1,2.1,2.6
2016-01-05,USGS,02266200,3.51,93.82,3.6,2.7,3.1
2016-01-06,USGS,02266200,3.43,93.81,3.6,2.8,3.1
2016-01-07,USGS,02266200,3.37,93.80,3.3,2.5,2.8
2016-01-08,USGS,02266200,3.51,93.82,3.1,2.4,2.6
2016-01-09,USGS,02266200,3.54,93.82,3.2,2.3,2.7
2016-01-10,USGS,02266200,3.80,93.85,3.0,2.1,2.6
2016-01-11,USGS,02266200,3.76,93.85,3.9,2.8,3.4
2016-01-12,USGS,02266200,3.67,93.84,4.5,3.7,4.1
2016-01-13,USGS,02266200,3.61,93.83,5.1,4.0,4.5
2016-01-14,USGS,02266200,3.55,93.82,5.0,4.2,4.6
2016-01-15,USGS,02266200,4.07,93.87,4.6,3.6,4.0
2016-01-16,USGS,02266200,4.49,93.92,4.1,3.3,3.6
2016-01-17,USGS,02266200,6.85,94.09,4.8,3.3,4.2
2016-01-18,USGS,02266200,7.73,94.15,4.6,3.6,4.1
2016-01-19,USGS,02266200,8.17,94.18,5.2,4.1,4.7
2016-01-20,USGS,02266200,8.10,94.17,5.5,4.9,5.1
2016-01-21,USGS,02266200,8.02,94.17,5.7,4.8,5.3
2016-01-22,USGS,02266200,8.19,94.18,5.3,4.6,4.9
2016-01-23,USGS,02266200,8.29,94.19,5.2,4.3,4.7
2016-01-24,USGS,02266200,7.98,94.17,6.0,5.0,5.5
2016-01-25,USGS,02266200,7.68,94.15,6.2,5.6,5.8
2016-01-26,USGS,02266200,7.52,94.14,6.0,5.3,5.6
2016-01-27,USGS,02266200,11.4,94.33,5.9,4.5,5.2
2016-01-28,USGS,02266200,16.5,94.50,4.9,3.7,4.4
2016-01-29,USGS,02266200,20.9,94.63,4.7,3.8,4.3
2016-01-30,USGS,02266200,22.1,94.65,5.0,3.9,4.4
2016-01-31,USGS,02266200,22.1,94.64,5.1,4.0,4.5
2016-02-01,USGS,02266200,21.8,94.64,4.5,3.7,4.1
2016-02-02,USGS,02266200,21.7,94.63,3.8,3.0,3.4
2016-02-03,USGS,02266200,21.4,94.62,3.1,2.2,2.7
2016-02-04,USGS,02266200,20.8,94.60,2.5,1.8,2.2
2016-02-05,USGS,02266200,20.8,94.60,3.3,1.9,2.6
2016-02-06,USGS,02266200,20.4,94.59,3.5,2.5,3.0
2016-02-07,USGS,02266200,20.7,94.59,4.1,3.0,3.5
2016-02-08,USGS,02266200,20.0,94.57,4.6,3.6,4.1
2016-02-09,USGS,02266200,19.1,94.54,4.8,3.8,4.3
2016-02-10,USGS,02266200,18.2,94.51,5.0,4.2,4.6
2016-02-11,USGS,02266200,17.3,94.48,5.1,4.5,4.8
2016-02-12,USGS,02266200,16.7,94.46,4.9,4.3,4.6
2016-02-13,USGS,02266200,16.4,94.44,4.5,3.9,4.2
2016-02-14,USGS,02266200,15.7,94.42,4.6,3.8,4.1
2016-02-15,USGS,02266200,15.1,94.39,4.2,3.5,3.8
2016-02-16,USGS,02266200,15.0,94.39,3.5,2.9,3.2
2016-02-17,USGS,02266200,14.4,94.37,3.5,2.6,3.0
2016-02-18,USGS,02266200,13.7,94.34,3.5,2.6,3.0
2016-02-19,USGS,02266200,13.2,94.32,3.6,2.6,3.0
2016-02-20,USGS,02266200,12.7,94.30,3.5,2.4,2.9
2016-02-21,USGS,02266200,12.2,94.28,3.4,2.3,2.8
2016-02-22,USGS,02266200,11.7,94.26,3.0,1.9,2.4
2016-02-23,USGS,02266200,11.5,94.25,2.6,1.6,2.0
2016-02-24,USGS,02266200,11.7,94.26,2.6,1.5,1.9
2016-02-25,USGS,02266200,11.8,94.26,3.3,1.7,2.5
2016-02-26,USGS,02266200,11.3,94.24,3.6,2.5,3.0
2016-02-27,USGS,02266200,10.9,94.22,4.0,2.9,3.4
2016-02-28,USGS,02266200,10.5,94.20,4.2,3.2,3.6
2016-02-29,USGS,02266200,10.2,94.18,4.0,2.9,3.3
2016-03-01,USGS,02266200,9.78,94.17,3.7,2.5,3.0
2016-03-02,USGS,02266200,9.51,94.15,3.4,2.3,2.7
2016-03-03,USGS,02266200,9.20,94.14,3.5,2.1,2.7
2016-03-04,USGS,02266200,8.88,94.12,3.2,2.0,2.4
2016-03-05,USGS,02266200,8.52,94.10,3.5,2.0,2.6
2016-03-06,USGS,02266200,8.16,94.08,3.4,2.2,2.6
2016-03-07,USGS,02266200,7.81,94.06,3.5,2.1,2.6
2016-03-08,USGS,02266200,7.50,94.04,3.3,1.9,2.4
2016-03-09,USGS,02266200,7.17,94.02,3.0,1.6,2.1
2016-03-10,USGS,02266200,6.87,94.00,2.8,1.4,1.9
2016-03-11,USGS,02266200,6.56,93.98,2.8,1.4,1.8
2016-03-12,USGS,02266200,6.28,93.96,2.6,1.2,1.7
2016-03-13,USGS,02266200,6.04,93.94,2.4,1.2,1.5
2016-03-14,USGS,02266200,5.78,93.92,2.2,1.1,1.5
2016-03-15,USGS,02266200,5.50,93.90,2.2,1.1,1.4
